Site Name,Cat_No,Trench,X coordinate,Y coordinate,Quantity,Activity category,act_cat,Material,Material detail original,Type,Sub-type,Description,Inventory number,Date,Period original,Period,Camp,Building,Gender ,Gender code,Height (cm),Length (cm),Rim diam. (cm),Base diam. (cm),Wall diam. (cm),Diam. (cm),Width (cm),Max. dim. (cm),Weight (g),Surface,Fragment section,Hardness,Fabric,Colour,Published illustration,Published references
Vetera,E0044,307,631.33496,19.91113,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,22975,,,,,A,N/A,U,,,,,,,,0.3,,,,,,Opaque white,,"Bonner Jahrb. 122, 1912:  399 pl. 56,9"
Vetera,E0045,390,305.66675,724.94434,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,24052,,,,,G,N/A,U,,,,,,,,0.2,,,,,,Transparent bright violet-ultramarine,,"Bonner Jahrb. 122, 1912:  399"
Vetera,E0046,473,-5.83105,46.01221,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,25211,,,,,via principalis west,N/A,U,,,,,,,,0.3,,,,,,Transparent white-blue,,"Bonner Jahrb. 124, 1917: 167"
Vetera,E0047,583,-310.83325,813.94214,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,30996,,,,Claudian-Neronian,K,N/A,U,,,,,,,,0.4,,,,,,Transparent dark violet-ultramarine,Pl. 151,"Bonner Jahrb. 131, 1926: 374"
Vetera,E0048,750,717.3335,150.85864,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,32752,,,,,P-F,N/A,U,,,,,,,,0.3,,,,,,Transparent bright ultramarine,,
Vetera,E0049,801,744.13867,1026.63672,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,32754,,,,,R,N/A,U,,,,,,,,0.3,,,,,,Opaque white,,"Bonner Jahrb. 133, 1928: 289"
Vetera,E0050,119,,,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,20270,,,,,Beilage 1 (C9-10) ,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0051,218,2420,81.27539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,21717b,,Augustan-early Tiberian,Aug_ETib,A-C [?],Fortline C,N/A,U,,,11,,,,,,,,,,,Transparent bluish green,Pl. 152,
Vetera,E0052,222,2516,199.71191,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,21714,,,,A-C [?],Fortline C,N/A,U,,,c. 16 ,,,,,,,,,,,Transparent matt greenish blue,Pl. 152,
Vetera,E0053,288,513.6665,-155.72461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,23038,,,,Neronian,central market area (C),N/A,U,,,,,,,,0.1-0.4 ,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 122, 1912: 418"
Vetera,E0054,288,513.6665,-155.72461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Base sherd of a ribbed bowl/dish. ,22533p,,,,Neronian,central market area (C),N/A,U,,,,,,,,0.2,,,,,,Transparent bluish green,Pl. 152,"Bonner Jahrb. 122, 1912: 420"
Vetera,E0055,340,467.91797,454.94189,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,23279,,,,,B,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0056,327.1,514.39235,879.63192,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,23420,,,,"B, A-C",G,N/A,U,,,16,,,,,,,,,,,Transparent green-grey,Pl. 152,
Vetera,E0057,459,-200,294.27539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,28956,,,,,a-H,N/A,U,,,c. 14 ,,,,,,,,,,,Transparent green-grey,,"Bonner Jahrb. 124, 1917: 167"
Vetera,E0058,497,-269.60034,155.27539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,26011i,,,,A-C,a,N/A,U,,,,,,,,0.3,,,,,,Transparent green-grey,,"Bonner Jahrb. 124, 1917: 167"
Vetera,E0059,559,-288.58911,502.45557,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,30997,,,,,L,N/A,U,,,18,,,,,,,,,,,Transparent matt greenish blue,Pl. 152,"Bonner Jahrb. 131, 1926: 374"
Vetera,E0060,559,-288.58911,502.45557,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,30997,,,,,L,N/A,U,,,16,,,,,,,,,,,Transparent green-grey,,"Bonner Jahrb. 131, 1926: 374"
Vetera,E0061,598,-19.25,782.77539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,31636,,,,,M,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 132, 1927: 298"
Vetera,E0062,627,-905.66748,826.39795,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,31659,,,,,N,N/A,U,,,19,,,,,,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 132, 1927: 298"
Vetera,E0063,750,717.3335,150.85864,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,32737,,,,,P-F,N/A,U,,,18,,,,,,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 133, 1928: 289"
Vetera,E0064,750,717.3335,150.85864,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,32743,,,,,P-F,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 133, 1928: 289"
Vetera,E0065,750,717.3335,150.85864,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,32751,,,,,P-F,N/A,U,,,c+Q784. 16 ,,,,,,,,,,,Transparent green-blue,,"Bonner Jahrb. 133, 1928: 289"
Vetera,E0066,800,738.66699,80.6084,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,32759,,,,,P,N/A,U,,,,,,,,0.2,,,,,,Transparent matt greenish blue,,
Vetera,E0067,945,1152.25,134.27539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,33568,,,,,S,N/A,U,,,,,,,,0.3-0.4 ,,,,,,Transparent green-blue,,
Vetera,E0068,946,1213.3335,189.94189,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,33357,,,,,S,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 134, 1929: 177"
Vetera,E0069 ,977,731.5,-189.97461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Base sherd of a ribbed bowl/dish. ,33567,,,,,F,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0070,1024,1072.75,-147.47461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,33562,,,,,F,N/A,U,,,,,,,,0.2-0.3 ,,,,,,Transparent matt greenish blue,,
Vetera,E0071,1029,937.9873,-34.71973,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,33814,,,,,central market area (pre-Claud. L),N/A,U,,,,,,,,0.2-0.4 ,,,,,,Transparent matt greenish blue,,
Vetera,E0072,1106,1601.25,-88.97461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,33734,,,,,T,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0073,1108,1753.75,-116.97461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,33805,,,,,U,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0074,1187,-698,62.77539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,34547,,,,,Y,N/A,U,,,14,,,,,,,,,,,Transparent green-grey,,
Vetera,E0075,1204,-751.77986,-78.01349,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,34536,,,,,Z,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0076,1215,-661.5,125.27539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,34535,,,,,Y,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0077,1259,-538.33325,-430.72461,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,34497,,,,,Z,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0078,1332,,,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Wall sherd of a ribbed bowl/dish. ,34817,,,,,1332,N/A,U,,,,,,,,0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0079,1506,,,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a ribbed bowl/dish.,34.144,,,,,1506,N/A,U,,,18,,,,,,,,,,,Transparent matt greenish blue,,
Vetera,E0080,1098,1868.59326,-50.8252,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim and wall sherd of a bowl/dish(?) with everted rim.,33730,,,,,east gateway,N/A,U,,,20,,,,,,,,,,,Transparent violet-ultramarine,Pl. 152,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0081,2000,-2239.581524,-1511.634302,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Base sherd of a bowl/dish(?).,33746,,,,,2000,N/A,U,,,,10,,,,,,,,,,Transparent bright violet-ultramarine,,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0082,2000,-2239.581524,-1511.634302,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Dishes/bowls,,Bowl/dish.,22542,,,,,2000,N/A,U,,,,,,,,,,,,,,,,
Vetera,E0083 ,598,-19.25,782.77539,1,tableware and serving?/toilet?,ZTS_T,Glass,Coloured,Dishes/bowls,,Rim sherd of a small bowl/dish.,31636,,,,,M,N/A,U,,,8,,,,,,,,,,,Opaque black,Pl. 152,"Bonner Jahrb. 132, 1927: 298"
Vetera,E0086,1118,1668.5,-89.22461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Marbled,"Bowls, fine-ribbed",,Rim sherd of a fine ribbed bowl. ,33720,,Tiberian,Tiberian,,T,N/A,U,,,7.5,,,,,,,,,,,"Transparent yellowish-orange with opaque white, horizontal stripes",Pl. 152,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0087,944,1090.33057,44.27637,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Colourless,"Bowls, fine-ribbed",,Rim sherd of a fine ribbed bowl. ,33108,,Tiberian,Tiberian,,P-S (shops),N/A,U,,,7,,,,,,,,,,,"Colourless with opaque white, horizontal stripes",Pl. 152,"Bonner Jahrb. 134, 1929: 177"
Vetera,E0092,343,463.52686,863.10889,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured,"Bowls, small",,Rim sherd of a small bowl.,22673,,Pre-Claudian,pre_Clau,,G,N/A,U,,,9,,,,,,,,,,,Transparent emerald green,Pl. 153,"Bonner Jahrb. 122, 1912: 399"
Vetera,E0093,1089,1702.0708,-71.68555,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured,"Bowls, small",,Base sherd of a small bowl.,33817,,,,,via principalis east,N/A,U,,,,,,,,0.3,,,,,,Transparent dark green,,
Vetera,E0094,16,439.71436,1583.64551,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured and painted,"Bowls, small",,"Wall sherd, probably of a small bowl. ",18854,,Late Augustan- early Tiberian,LAug_Etib,,N area,N/A,U,,,,,,,,0.2-0.4,,,,,,"Transparent emerald green with opaque light chrome yellow and yellow-brown, vegetal painting",Pl. 153,
Vetera,E0095,212,2042.5,34.02539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured and painted,"Bowls, small",,"Wall sherd, probably of a small bowl. ",21574,,Late Augustan- early Tiberian,LAug_Etib,Claudian-Neronian,Fortline C,N/A,U,,,,,,,,0.3,,,,,,"Transparent emerald green with opaque matt yellow, vegetal painting",Pl. 153,
Vetera,E0096,327.1,514.39235,879.63192,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured and painted,"Bowls, small",,"Wall and base sherd, probably of a small bowl.",22517,,Late Augustan- early Tiberian,LAug_Etib,"B, A-C",G,N/A,U,,,,,,,,0.3,,,,,,"Transparent emerald green with opaque ochre-coloured, vegetal painting",Pl. 153,"Bonner Jahrb. 122, 1912: 360"
Vetera,E0097,234,3143,1245.27539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,,"Bowls, small",,Rim sherd of a small bowl.,21634a,,Late Tiberian-Claudian,Ltib_Clau,K [?],Fortline C,N/A,U,,,10,,,,,,,,,,,"Transparent bright violet-ultramarine, opaque white surface on the inside",Pl. 153,
Vetera,E0098,288,513.6665,-155.72461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Fragment of a small bowl.,22533q,,,,Neronian,central market area (C),N/A,U,,,7,,,,,,,,,,,Transparent matt greenish blue,Pl. 153,"Bonner Jahrb. 122, 1912: 420"
Vetera,E0099,437,115.79126,320.43433,2,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd and wall sherd of a small bowl with wide groove on outside of rim. ,25153f,,,,Neronian,H,N/A,U,,,9,,,,,,,,,,,"Transparent green-grey, almost colourless",Pl. 153,"Bonner Jahrb. 124, 1917: 168"
Vetera,E0100,459,-200,294.27539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Fragment of a small bowl with sharply raised central base.,28845,,,,,a-H,N/A,U,,,7,,,,,,,,,,,"Transparent yellowish-orange with opaque white, horizontal stripes",,"Bonner Jahrb. 124, 1917: 167f"
Vetera,E0101,472,-27.25,81.02539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Wall sherd of a small bowl.,25199,,,,,H,N/A,U,,,,,,,,0.3,,,,,,,,"Bonner Jahrb. 124, 1917:  168"
Vetera,E0102,475,59,46.2749,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd of a small bowl.,26012i,,,,Neronian,via principalis west,N/A,U,,,7,,,,,,,,,,,"Colourless with opaque white, horizontal stripes",Pl. 153,"Bonner Jahrb. 124, 1917: 168"
Vetera,E0103,459,-200,294.27539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Wall sherd of a small bowl.,26056,,,,,a-H,N/A,U,,,,,,,,0.3,,,,,,,,
Vetera,E0104,750,717.3335,150.85864,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base sherd of a small bowl.,32740,,,,,P-F,N/A,U,,,,,,,,0.2-0.3,,,,,,Transparent dark green,,"Bonner Jahrb. 133, 1928: 289"
Vetera,E0105,945,1152.25,134.27539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base sherd of a small bowl with sharply raised central base.,33568,,,,,S,N/A,U,,,,,,,,0.3,,,,,,,,
Vetera,E0106,2000,-2239.581524,-1511.634302,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Wall sherd of a small bowl.,33770,,,,,2000,N/A,U,,,,,,,,0.2-0.3,,,,,,"Schnitt 370, im Fandamentschutt",,
Vetera,E0107,1090,1640.75,-23.72461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base sherd of a small bowl with sharply raised central base.,33786,,,,,via principalis east,N/A,U,,,,,,,,0.3,,,,,,Schnitt 786,,
Vetera,E0108,1187,-698,62.77539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd of a small bowl.,34547,,,,,Y,N/A,U,,,8,,,,,,,,,,,,,
Vetera,E0109,1260,-539.5,-185.22461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd of a small bowl.,34524,,,,,Z,N/A,U,,,,,,,,0.3,,,,,,Colourless,,
Vetera,E0110,1391,-373.33301,72.94141,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Wall sherd of a small bowl.,34.135,,,,,a,N/A,U,,,,,,,,0.2,,,,,,,,"Bonner Jahrb. 140-141, 1936: 455"
Vetera,E0111,1428,-338.35278,-58.4668,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base and wall sherd of a small bowl with raised central base.,34.123,,,,,b,N/A,U,,,,,,,,0.2-0.3,,,,,,Transparent emerald green,,"Bonner Jahrb. 140-141, 1936: 455"
Vetera,E0112,1506,,,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base sherd of a small bowl with sharply raised central base.,34.143,,,,,1506,N/A,U,,,,,,,,0.3,,,,,,Transparent dark green,,
Vetera,E0113,1506,,,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base sherd of a small bowl with sharply raised central base.,34.143,,,,,1506,N/A,U,,,,,,,,0.2-0.3,,,,,,,,
Vetera,E0114,1542,-363,202.02539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd of a small bowl.,34.155,,,,Neronian,a,N/A,U,,,,,,,,0.2-0.3,,,,,,Transparent matt greenish blue,,
Vetera,E0115,278,529.0835,-93.97461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd of a small bowl.,22585,,,,,central market area (C),N/A,U,,,6,,,,,,,,,,,Colourless,Pl. 153,
Vetera,E0116,1203,-712.5,9.52539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Rim sherd of a small bowl.,34167,,,,Neronian,Y,N/A,U,,,8,,,,,,,,,,,Colourless,Pl. 154,"Bonner Jahrb. 136-137,1932: 308"
Vetera,E0117,287,632,-147.7251,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base and wall sherd of a small footed bowl,23217b,,,,A-C,central market area (C-D-E),N/A,U,,,,4,,,,,,,,,,Transparent light blue,Pl. 154,"Bonner Jahrb. 122, 1912: 399"
Vetera,E0117a,55.1,-1088.33325,1791.60742,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured,"Bowls, small",,Wall sherd of a small bowl.,19522,,,,,Neronian Fortifications,N/A,U,,,,,,,,0.3,,,,,,Transparent dark blue,,
Vetera,E0118,273,488.00049,340.27466,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured,"Bowls, small",,Base sherd of a small bowl.,23108,,,,,via principalis west (a-b),N/A,U,,,,,,,,0.3-0.5,,,,,,Transparent dark lilac-coloured,,"Bonner Jahrb. 122, 1912: 399"
Vetera,E0119,627,-905.66748,826.39795,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured,"Bowls, small",,Base sherd of a small footed bowl.,31660,,,,,N,N/A,U,,,,4,,,,,,,,,,Transparent dark blue,Pl. 154,"Bonner Jahrb. 132, 1927: 298"
Vetera,E0120,761,772.5,-99.22461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Coloured,"Bowls, small",,Fragment of a small footed bowl.,32856,,,,,F-via principaliseast,N/A,U,,,8,5,,,,,,,,,,Transparent dark blue-green,Pl. 154,
Vetera,E0121,25,-986.32324,1650.59326,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Überfang,"Bowls, small",,Rim sherd of a small bowl.,18954,,,,,Neronian Fortifications,N/A,U,,,10,,,,,,,,,,," Transparent dark lilac-purple on the outside, opaque white inside",Pl. 154,
Vetera,E0122,618,98.25,828.02539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,Base sherd of a small bowl with slightly raised foot and fine vertical ribs on outside wall,31615,,,,,M,N/A,U,,,,5,,,,,,,,,,Transparent matt greenish blue,Pl. 154,
Vetera,E0123,1132,1501,39.52539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,"Bowls, small",,"Rim sherd, probably of a small bowl(?)",33804,,,,,V,N/A,U,,,8,,,,,,,,,,,Transparent matt greenish blue,Pl. 154,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0124,278,529.0835,-93.97461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Rim sherd of a cup.,22586,,,,,central market area (C),N/A,U,,,9,,,,,,,,,,,Transparent yellow-olive,Pl. 154,
Vetera,E0125,105,256,-172.72461,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Cup.,23291,,,,,Fortline D,N/A,U,,,,,,,,,,,,,,,,
Vetera,E0126,459,-200,294.27539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Rim sherd of a cup.,28956,,,,,a-H,N/A,U,,,7,,,,,,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 124, 1917: 168"
Vetera,E0127,816,607.10107,687.43018,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Base sherd of a cup.,32849,,,,,G,N/A,U,,,,3.5,,,,,,,,,,Transparent yellow-olive,,
Vetera,E0128,1132,1501,39.52539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Rim and base sherds of a cup,33804,,,,,V,N/A,U,,,6.5,,,,,,,,,,,Transparent olive green,Pl. 154,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0129,1132,1501,39.52539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Rim and base sherd of a cup,33804,,,,,V,N/A,U,,,,4.5,,,,,,,,,,Transparent bluish green,Pl. 154,"Bonner Jahrb. 135, 1930: 196"
Vetera,E0130,1187,-698,62.77539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Natural,Cups,,Base sherd of a cup.,34547,,,,,Y,N/A,U,,,,4.5,,,,,,,,,,Transparent matt greenish blue,,
Vetera,E0131,618,98.25,828.02539,1,tableware and serving?/toilet?-drinking?,ZTS_TD,Glass,Colourless,Cups,,"Rim sherd of a cup with oval indents in the wall, inside a honeycomb decoration and beside the remains of small, polished oval facets.",31615,,,,,M,N/A,U,,,c. 8 ,,,,,,,,,,,Colourless,Pl. 154,
Vetera,E0138,288,513.6665,-155.72461,1,toilet?,ZT,Glass,Natural,Unguentaria,,Base sherd of a tubular unguentarium.,23037,,Claudian-Neronian,Clau_Nero,Neronian,central market area (C),female?,ZFe,,,,,3,,,,,,,,,Transparent olive grey,Pl. 155,"Bonner Jahrb. 122, 1912: 418 pl. 58,20"
Vetera,E0139,533,-172.75,687.27539,1,toilet?,ZT,Glass,Natural,Unguentaria,,Base sherd of a tubular unguentarium.,30950,,Claudian-Neronian,Clau_Nero,Claudian-Neronian,J,female?,ZFe,,,,,"2,5",,,,,,,,,Transparent matt greenish blue,Pl. 155,"Bonner Jahrb. 131, 1926: 374"
Vetera,E0140,555,-317.23389,567.3916,1,toilet?,ZT,Glass,Natural,Unguentaria,,Base sherd of a tubular unguentarium.,30983,,Claudian-Neronian,Clau_Nero,Claudian-Neronian,L,female?,ZFe,,,,,"2,5",,,,,,,,,Transparent mattgreenlichhlau,,"Bonner Jahrb. 131, 1926, 374"
Vetera,E0141,977,731.5,-189.97461,1,toilet?,ZT,Glass,Natural,Unguentaria,,Base sherd of a tubular unguentarium.,33567,,Claudian-Neronian,Clau_Nero,Claudian-Neronian,F,female?,ZFe,,,,,2,,,,,,,,,Transparent olive grey,,
Vetera,E0142,1028,731.5,-172.97461,1,toilet?,ZT,Glass,Natural,Unguentaria,,Wall sherd of a tubular unguentarium.,33493,,Claudian-Neronian,Clau_Nero,Claudian-Neronian,F,female?,ZFe,,,,,,,,0.1-0.4 ,,,,,,Transparent matt greenish blue,,"Bonner Jahrb. 135, 1930:196"
Vetera,E0143,288,513.6665,-155.72461,1,toilet?,ZT,Glass,Natural,Unguentaria,,Globular unguentarium with horizontal rim,23035,,Claudian-Neronian,Clau_Nero,Neronian,central market area (C),female?,ZFe,,,2.5,,6.5,,,,,,,,,Transparent olive grey,Pl. 155,"Bonner Jahrb. 122, 1912: 412 pl. 58,18"
Vetera,E0144,703,316.11523,1226.85278,1,toilet?,ZT,Glass,Natural,Unguentaria,,Rim sherd of a globular unguentarium.,31602,,Claudian-Neronian,Clau_Nero,Claudian-Neronian,G,female?,ZFe,,,2.5,,,,,,,,,,,Transparent olive grey,Pl. 155,
Vetera,E0145,954,1104.75,-130.72461,1,toilet?,ZT,Glass,Natural,Unguentaria,,Rim sherd of an unguentarium with horizontal rim,33334,,Claudian-Neronian,Clau_Nero,Claudian-Neronian,F,female?,ZFe,,,2.5,,,,,,,,,,,Transparent olive grey,,
Vetera,E0146,342,387.66675,809.60889,1,toilet?,ZT,Glass,Coloured,Unguentaria,,Rim sherd of an unguentarium with horizontal rim,23091,,,,,G,female?,ZFe,,,2.5,,,,,,,,,,,Transparent dark blue,Pl. 155,"Bonner Jahrb. 122, 1912:  399"
Vetera,E0192,14,337.7041,1794.16699,1,tableware and serving?/toilet?,ZTS_T,Glass,Millifiori,Indeterminate fragments,,Wall sherd of a vessel.,18162,,,,,N area,N/A,U,,,,,,,,0.3,,,,,,"Transparent dark yellow-green with opaque white, light reddish brown and yellow pattern",Pl. 156,
Vetera,E0193,18,107.68715,697.73298,1,tableware and serving?/toilet?,ZTS_T,Glass,Millifiori,Indeterminate fragments,,Wall sherd of a vessel of striped mosaic glass.,18872,,,,B or A-C,M,N/A,U,,,,,,,,0.2,,,,,,"Transparent light cobalt, light green, white and light yellow, double spiral band in colourless stripes",Pl. 156,
